---	full
PF10607.9	A0A1P8B5A1
PF08513.11	A0A1P8B5A1
PF00170.21	A0A1P8B5A1
PF12937.7	A0A1P8B5P2
PF00646.33	A0A1P8B5P2
PF03152.14	A0A1P8B7F5
PF02176.18	A0A1P8B7F5
PF01080.17	A0A1P8B7F5
PF04151.15	A0A1P8B7F5
PF18439.1	A0A1P8B7F5
PF17848.1	A0A1P8B7F5
PF18716.1	A0A1P8B7F5
PF01398.21	A0A1P8BGX5
PF14464.6	A0A1P8BGX5
PF01466.19	A8MQG7
PF03931.15	A8MQG7
PF08550.10	A8MQG7
PF03152.14	A8MQW3
PF02933.17	A8MQW3
PF07719.17	B3DNN5
PF00515.28	B3DNN5
PF13181.6	B3DNN5
PF12895.7	B3DNN5
PF13424.6	B3DNN5
PF13176.6	B3DNN5
PF13374.6	B3DNN5
PF13432.6	B3DNN5
PF13414.6	B3DNN5
PF14559.6	B3DNN5
PF13428.6	B3DNN5
PF13431.6	B3DNN5
PF07720.12	B3DNN5
PF13371.6	B3DNN5
PF13174.6	B3DNN5
PF08238.12	B3DNN5
PF04049.13	B3DNN5
PF16266.5	B3DNN5
PF00240.23	B9DHA6
PF01020.17	B9DHA6
PF11976.8	B9DHA6
PF14560.6	B9DHA6
PF18396.1	B9DHA6
PF18037.1	B9DHA6
PF13881.6	B9DHA6
PF14260.6	B9DHA6
PF18036.1	B9DHA6
PF10302.9	B9DHA6
PF00400.32	F4HQX6
PF12894.7	F4HQX6
PF02301.18	F4HRV8
PF08868.10	F4HRV8
PF13639.6	F4HVM4
PF13923.6	F4HVM4
PF00097.25	F4HVM4
PF17123.5	F4HVM4
PF13920.6	F4HVM4
PF13445.6	F4HVM4
PF12678.7	F4HVM4
PF14447.6	F4HVM4
PF12861.7	F4HVM4
PF14634.6	F4HVM4
PF17120.5	F4HVM4
PF11789.8	F4HVM4
PF15750.5	F4HVM4
PF14354.6	F4HVM4
PF05715.13	F4HVM4
PF02318.16	F4HVM4
PF14369.6	F4HVM4
PF11793.8	F4HVM4
PF14569.6	F4HVM4
PF16293.5	F4HVM4
PF14599.6	F4HVS0
PF05495.12	F4HVS0
PF01814.23	F4HVS0
PF13639.6	F4HVS0
PF17123.5	F4HVS0
PF09088.11	F4HVS0
PF00112.23	F4HVZ1
PF08127.13	F4HVZ1
PF03097.18	F4HXZ1
PF13949.6	F4HXZ1
PF04048.14	F4HXZ1
PF08862.10	F4HXZ1
PF04157.16	F4HXZ1
PF15821.5	F4HXZ1
PF00112.23	F4HZW2
PF08246.12	F4HZW2
PF03051.15	F4HZW2
PF13639.6	F4HZZ4
PF02225.22	F4HZZ4
PF17123.5	F4HZZ4
PF13923.6	F4HZZ4
PF00097.25	F4HZZ4
PF12678.7	F4HZZ4
PF12861.7	F4HZZ4
PF14634.6	F4HZZ4
PF10067.9	F4HZZ4
PF13445.6	F4HZZ4
PF13920.6	F4HZZ4
PF14447.6	F4HZZ4
PF17120.5	F4HZZ4
PF18251.1	F4HZZ4
PF13639.6	F4HZZ5
PF17123.5	F4HZZ5
PF02225.22	F4HZZ5
PF00097.25	F4HZZ5
PF13923.6	F4HZZ5
PF12678.7	F4HZZ5
PF12861.7	F4HZZ5
PF14634.6	F4HZZ5
PF14447.6	F4HZZ5
PF17693.1	F4HZZ5
PF13920.6	F4HZZ5
PF18251.1	F4HZZ5
PF13445.6	F4HZZ5
PF13639.6	F4I2Y3
PF17123.5	F4I2Y3
PF00097.25	F4I2Y3
PF02225.22	F4I2Y3
PF13923.6	F4I2Y3
PF14634.6	F4I2Y3
PF12678.7	F4I2Y3
PF13445.6	F4I2Y3
PF14447.6	F4I2Y3
PF13920.6	F4I2Y3
PF12861.7	F4I2Y3
PF14570.6	F4I2Y3
PF00179.26	F4I5B8
PF05773.22	F4I5B8
PF14461.6	F4I5B8
PF05743.13	F4I5B8
PF00179.26	F4I615
PF14461.6	F4I615
PF05743.13	F4I615
PF05773.22	F4I615
PF10607.9	F4I7D4
PF08513.11	F4I7D4
PF00240.23	F4I9X6
PF11976.8	F4I9X6
PF14560.6	F4I9X6
PF18396.1	F4I9X6
PF10302.9	F4I9X6
PF18037.1	F4I9X6
PF13881.6	F4I9X6
PF04452.14	F4I9X6
PF13019.6	F4I9X6
PF17957.1	F4I9X6
PF18036.1	F4I9X6
PF13710.6	F4I9X6
PF12977.7	F4I9X6
PF06234.12	F4I9X6
PF11069.8	F4I9X6
PF13291.6	F4I9X6
PF06427.11	F4I9X6
PF13750.6	F4I9X6
PF04359.14	F4I9X6
PF09181.10	F4I9X6
PF01837.16	F4I9X6
PF17481.2	F4I9X6
PF13860.6	F4I9X6
PF07708.11	F4I9X6
PF09447.10	F4I9X6
PF02192.16	F4I9X6
PF14599.6	F4IDY5
PF05495.12	F4IDY5
PF01814.23	F4IDY5
PF13639.6	F4IDY5
PF14634.6	F4IDY5
PF13923.6	F4IDY5
PF17123.5	F4IDY5
PF12799.7	F4IIC2
PF13516.6	F4IIC2
PF09235.10	F4IIC2
PF00622.28	F4IIK4
PF10408.9	F4IIK4
PF13920.6	F4IIK4
PF13639.6	F4IIK4
PF13923.6	F4IIK4
PF14447.6	F4IIK4
PF14634.6	F4IIK4
PF00097.25	F4IIK4
PF01485.21	F4IRP0
PF13456.6	F4IRP0
PF01485.21	F4ITM1
PF13456.6	F4ITM1
PF01485.21	F4ITM2
PF13456.6	F4ITM2
PF00097.25	F4ITM2
PF13639.6	F4ITM2
PF13445.6	F4ITM2
PF14634.6	F4ITM2
PF13923.6	F4ITM2
PF00240.23	F4ITP6
PF11976.8	F4ITP6
PF18036.1	F4ITP6
PF14560.6	F4ITP6
PF11543.8	F4ITP6
PF08817.10	F4ITP6
PF00179.26	F4IWU7
PF05773.22	F4IWU7
PF08059.13	F4IXN6
PF00789.20	F4IXN6
PF08956.10	F4IXN6
PF00646.33	F4IZ09
PF12937.7	F4IZ09
PF14599.6	F4IZL5
PF05495.12	F4IZL5
PF13639.6	F4IZL5
PF13923.6	F4IZL5
PF13445.6	F4IZL5
PF00097.25	F4IZL5
PF14570.6	F4IZL5
PF14447.6	F4IZL5
PF18279.1	F4IZL5
PF16187.5	F4J3D6
PF16187.5	F4J3D9
PF00675.20	F4J3D9
PF05193.21	F4J3D9
PF06825.12	F4J3D9
PF13456.6	F4J5L3
PF01485.21	F4J5L3
PF13639.6	F4J5L3
PF16507.5	F4JC97
PF11919.8	F4JC97
PF02985.22	F4JC97
PF12348.8	F4JC97
PF13646.6	F4JC97
PF00515.28	F4JG03
PF13414.6	F4JG03
PF07719.17	F4JG03
PF13431.6	F4JG03
PF16546.5	F4JG03
PF13181.6	F4JG03
PF13424.6	F4JG03
PF13176.6	F4JG03
PF13374.6	F4JG03
PF07720.12	F4JG03
PF13432.6	F4JG03
PF14559.6	F4JG03
PF11029.8	F4JG03
PF13428.6	F4JG03
PF13174.6	F4JG03
PF00004.29	F4JGS0
PF07728.14	F4JGS0
PF05496.12	F4JGS0
PF13401.6	F4JGS0
PF13191.6	F4JGS0
PF13671.6	F4JGS0
PF05673.13	F4JGS0
PF00158.26	F4JGS0
PF14532.6	F4JGS0
PF13238.6	F4JGS0
PF17862.1	F4JGS0
PF07724.14	F4JGS0
PF13086.6	F4JGS0
PF04851.15	F4JGS0
PF06068.13	F4JGS0
PF01695.17	F4JGS0
PF00240.23	F4JI85
PF08817.10	F4JI85
PF14085.6	F4JI85
PF14560.6	F4JI85
PF11976.8	F4JI85
PF00227.26	F4JJE5
PF10584.9	F4JJE5
PF00179.26	F4JKF3
PF05773.22	F4JKF3
PF14461.6	F4JKF3
PF05743.13	F4JKF3
PF00631.22	F4JKF3
PF12906.7	F4JKK0
PF13639.6	F4JKK0
PF12861.7	F4JKK0
PF03107.16	F4JKK0
PF12420.8	F4JKK0
PF00112.23	F4JNL3
PF08246.12	F4JNL3
PF03051.15	F4JNL3
PF16350.5	F4JNL3
PF12906.7	F4JV39
PF00240.23	F4JWE4
PF11976.8	F4JWE4
PF14560.6	F4JWE4
PF00240.23	F4JWQ4
PF11976.8	F4JWQ4
PF14560.6	F4JWQ4
PF13881.6	F4JWQ4
PF15387.6	F4JWQ4
PF14599.6	F4JY59
PF05495.12	F4JY59
PF13639.6	F4JY59
PF13445.6	F4JY59
PF14634.6	F4JY59
PF14447.6	F4JY59
PF14570.6	F4JY59
PF18567.1	F4JY59
PF10607.9	F4K250
PF02845.16	F4K250
PF11928.8	F4K250
PF00400.32	F4K5R6
PF12894.7	F4K5R6
PF08662.11	F4K5R6
PF16529.5	F4K5R6
PF02699.15	F4K5R6
PF01485.21	F4K784
PF13456.6	F4K784
PF07975.12	F4K784
PF00097.25	F4K784
PF13639.6	F4K784
PF09538.10	F4K784
PF00004.29	F4K9Q6
PF17862.1	F4K9Q6
PF06480.15	F4K9Q6
PF06068.13	F4K9Q6
PF05496.12	F4K9Q6
PF07728.14	F4K9Q6
PF13191.6	F4K9Q6
PF01434.18	F4K9Q6
PF13207.6	F4K9Q6
PF13401.6	F4K9Q6
PF01695.17	F4K9Q6
PF13521.6	F4K9Q6
PF07724.14	F4K9Q6
PF01078.21	F4K9Q6
PF13671.6	F4K9Q6
PF13238.6	F4K9Q6
PF02367.17	F4K9Q6
PF13173.6	F4K9Q6
PF00158.26	F4K9Q6
PF12775.7	F4K9Q6
PF01057.17	F4K9Q6
PF06745.13	F4K9Q6
PF13481.6	F4K9Q6
PF13479.6	F4K9Q6
PF00179.26	F4KAG5
PF00627.31	F4KAG5
PF14461.6	F4KAG5
PF05773.22	F4KAG5
PF05743.13	F4KAG5
PF13418.6	F4KAN2
PF13415.6	F4KAN2
PF13854.6	F4KAN2
PF07646.15	F4KAN2
PF13964.6	F4KAN2
PF01344.25	F4KAN2
PF13426.7	F4KAN2
PF12937.7	F4KAN2
PF00989.25	F4KAN2
PF00646.33	F4KAN2
PF08447.12	F4KAN2
PF13188.7	F4KAN2
PF18511.1	F4KAN2
PF02207.20	F4KCC2
PF14634.6	F4KCC2
PF13639.6	F4KCC2
PF10390.9	F4KCC2
PF13791.6	F4KCC2
PF00627.31	F4KCN6
PF00240.23	F4KCN6
PF11976.8	F4KCN6
PF09280.11	F4KCN6
PF09288.10	F4KCN6
PF14560.6	F4KCN6
PF18036.1	F4KCN6
PF02961.14	F4KCN6
PF00004.29	O04019
PF16450.5	O04019
PF17862.1	O04019
PF07728.14	O04019
PF13191.6	O04019
PF07724.14	O04019
PF05496.12	O04019
PF13401.6	O04019
PF05673.13	O04019
PF12775.7	O04019
PF13086.6	O04019
PF02562.16	O04019
PF06745.13	O04019
PF01078.21	O04019
PF01695.17	O04019
PF13479.6	O04019
PF13671.6	O04019
PF13173.6	O04019
PF00158.26	O04019
PF13604.6	O04019
PF07931.12	O04019
PF13481.6	O04019
PF00910.22	O04019
PF18791.1	O04197
PF18511.1	O04197
PF12937.7	O04197
PF01335.21	O04197
PF13516.6	O04197
PF13639.6	O22197
PF14369.6	O22197
PF13923.6	O22197
PF12678.7	O22197
PF13445.6	O22197
PF17123.5	O22197
PF00097.25	O22197
PF13920.6	O22197
PF12861.7	O22197
PF14634.6	O22197
PF04423.14	O22197
PF11789.8	O22197
PF14447.6	O22197
PF17120.5	O22197
PF17249.2	O22197
PF07191.12	O22197
PF06827.14	O22197
PF14446.6	O22197
PF11793.8	O22197
PF01155.19	O22197
PF18717.1	O22197
PF13248.6	O22197
PF12773.7	O22197
PF00443.29	O22207
PF06337.12	O22207
PF13423.6	O22207
PF14533.6	O22207
PF14836.6	O22207
PF02225.22	O22925
PF12662.7	O22925
PF07645.15	O22925
PF14670.6	O22925
PF16187.5	O22941
PF05193.21	O22941
PF00675.20	O22941
PF12792.7	O22941
PF00112.23	O22961
PF08246.12	O22961
PF03051.15	O22961
PF11342.8	O22961
PF00179.26	O23239
PF08694.11	O23239
PF05773.22	O23239
PF14462.6	O23239
PF00227.26	O23708
PF10584.9	O23708
PF00227.26	O23710
PF00227.26	O23712
PF10584.9	O23712
PF12213.8	O23712
PF00227.26	O23714
PF15958.5	O23714
PF00227.26	O23715
PF10584.9	O23715
PF13312.6	O23715
PF10346.9	O23715
PF00227.26	O23717
PF01869.20	O23717
PF13012.6	O24412
PF01398.21	O24412
PF10463.9	O24412
PF05649.13	O24412
PF00227.26	O24616
PF10584.9	O24616
PF00227.26	O24633
PF15958.5	O24633
PF04683.13	O48726
PF16550.5	O48726
PF00179.26	O48838
PF05773.22	O48838
PF18004.1	O48844
PF01851.22	O48844
PF13646.6	O48844
PF02985.22	O48844
PF13513.6	O48844
PF13516.6	O49286
PF12799.7	O49286
PF00646.33	O49286
PF00560.33	O49286
PF12937.7	O49286
PF13855.6	O49286
PF03931.15	O49484
PF01466.19	O49484
PF05409.13	O49484
PF13639.6	O49500
PF12678.7	O49500
PF13923.6	O49500
PF17123.5	O49500
PF00097.25	O49500
PF14634.6	O49500
PF13445.6	O49500
PF13920.6	O49500
PF12861.7	O49500
PF17120.5	O49500
PF14447.6	O49500
PF00628.29	O49500
PF01754.16	O49663
PF01428.16	O49663
PF13923.6	O64425
PF13445.6	O64425
PF00097.25	O64425
PF13920.6	O64425
PF14634.6	O64425
PF13639.6	O64425
PF15227.6	O64425
PF14447.6	O64425
PF02461.16	O64425
PF12678.7	O64425
PF17123.5	O64425
PF01363.21	O64425
PF05290.11	O64425
PF14835.6	O64425
PF12861.7	O64425
PF14570.6	O64425
PF02225.22	O64758
PF12662.7	O64758
PF07645.15	O64758
PF13920.6	O64824
PF13923.6	O64824
PF00097.25	O64824
PF13639.6	O64824
PF13445.6	O64824
PF14634.6	O64824
PF15227.6	O64824
PF14447.6	O64824
PF12861.7	O64824
PF12678.7	O64824
PF04564.15	O64824
PF05290.11	O64824
PF14835.6	O64824
PF16685.5	O64824
PF14570.6	O64824
PF01485.21	O64824
PF13639.6	O64867
PF17123.5	O64867
PF13923.6	O64867
PF00097.25	O64867
PF12678.7	O64867
PF13445.6	O64867
PF13920.6	O64867
PF14634.6	O64867
PF14447.6	O64867
PF12861.7	O64867
PF17120.5	O64867
PF08746.11	O64867
PF14369.6	O64867
PF07191.12	O64867
PF05715.13	O64867
PF09723.10	O64867
PF12906.7	O64867
PF04423.14	O64867
PF00628.29	O64867
PF17122.5	O64867
PF14736.6	O64876
PF00240.23	O65381
PF11976.8	O65381
PF14560.6	O65381
PF18396.1	O65381
PF15082.6	O65381
PF18037.1	O65381
PF18036.1	O65381
PF12896.7	O65418
PF12894.7	O65418
PF00400.32	O65418
PF03997.12	O65421
PF00112.23	O65493
PF08246.12	O65493
PF03051.15	O65493
PF15960.5	O65493
PF01466.19	O65674
PF03931.15	O65674
PF05409.13	O65674
PF01434.18	O80860
PF00004.29	O80860
PF17862.1	O80860
PF06480.15	O80860
PF06068.13	O80860
PF07728.14	O80860
PF13191.6	O80860
PF05496.12	O80860
PF07724.14	O80860
PF13401.6	O80860
PF01695.17	O80860
PF13207.6	O80860
PF01078.21	O80860
PF13671.6	O80860
PF13521.6	O80860
PF13238.6	O80860
PF02367.17	O80860
PF06745.13	O80860
PF00005.27	O80860
PF00158.26	O80860
PF12775.7	O80860
PF13479.6	O80860
PF02562.16	O80860
PF13481.6	O80860
PF00790.19	O80910
PF03127.14	O80910
PF01417.20	O80910
PF02225.22	O80977
PF12662.7	O80977
PF07645.15	O80977
PF08475.10	O80977
PF14670.6	O80977
PF03931.15	O81055
PF01466.19	O81055
PF07290.11	O81055
PF03931.15	O81057
PF01466.19	O81057
PF03931.15	O81058
PF01466.19	O81058
PF00227.26	O81146
PF10584.9	O81146
PF05872.12	O81146
PF14450.6	O81146
PF00227.26	O81147
PF10584.9	O81147
PF00227.26	O81148
PF10584.9	O81148
PF00227.26	O81149
PF10584.9	O81149
PF00227.26	O81153
PF01485.21	O81849
PF13456.6	O81849
PF00097.25	O81849
PF13639.6	O81849
PF05021.15	O82264
PF11543.8	O82264
PF08783.11	O82264
PF01485.21	P0C8K8
PF13923.6	P0C8K8
PF13445.6	P0C8K8
PF13639.6	P0C8K8
PF09510.10	P0C8K8
PF14634.6	P0C8K8
PF15227.6	P0C8K8
PF00240.23	P0CH32
PF11976.8	P0CH32
PF14560.6	P0CH32
PF18396.1	P0CH32
PF13881.6	P0CH32
PF18037.1	P0CH32
PF10302.9	P0CH32
PF13019.6	P0CH32
PF04452.14	P0CH32
PF17957.1	P0CH32
PF06234.12	P0CH32
PF12977.7	P0CH32
PF18036.1	P0CH32
PF13710.6	P0CH32
PF11069.8	P0CH32
PF06427.11	P0CH32
PF06149.12	P0CH32
PF13291.6	P0CH32
PF04359.14	P0CH32
PF10549.9	P0CH32
PF09181.10	P0CH32
PF13860.6	P0CH32
PF17481.2	P0CH32
PF17967.1	P0CH32
PF07708.11	P0CH32
PF12945.7	P0CH32
PF02192.16	P0CH32
PF09447.10	P0CH32
PF00900.20	P0CH32
PF00240.23	P0CH33
PF11976.8	P0CH33
PF14560.6	P0CH33
PF18396.1	P0CH33
PF18037.1	P0CH33
PF13881.6	P0CH33
PF10302.9	P0CH33
PF13019.6	P0CH33
PF18036.1	P0CH33
PF06234.12	P0CH33
PF12977.7	P0CH33
PF13710.6	P0CH33
PF04452.14	P0CH33
PF17957.1	P0CH33
PF11069.8	P0CH33
PF06427.11	P0CH33
PF13291.6	P0CH33
PF06149.12	P0CH33
PF09181.10	P0CH33
PF04359.14	P0CH33
PF13860.6	P0CH33
PF17481.2	P0CH33
PF07708.11	P0CH33
PF03474.14	P0CH33
PF02192.16	P0CH33
PF09447.10	P0CH33
PF08337.12	P0CH33
PF00179.26	P25865
PF14461.6	P25865
PF05773.22	P25865
PF00227.26	P30186
PF10584.9	P30186
PF00227.26	P34066
PF10584.9	P34066
PF12213.8	P34066
PF13558.6	P34066
PF00179.26	P35131
PF05773.22	P35131
PF14461.6	P35131
PF05743.13	P35131
PF00179.26	P35132
PF05773.22	P35132
PF14461.6	P35132
PF05743.13	P35132
PF00631.22	P35132
PF00179.26	P35133
PF05773.22	P35133
PF14461.6	P35133
PF05743.13	P35133
PF00631.22	P35133
PF00179.26	P35134
PF05773.22	P35134
PF14461.6	P35134
PF05743.13	P35134
PF00227.26	P42742
PF05043.13	P42742
PF02828.16	P42742
PF00179.26	P42743
PF14461.6	P42743
PF05743.13	P42743
PF05773.22	P42743
PF08694.11	P42743
PF14462.6	P42743
PF00179.26	P42745
PF14461.6	P42745
PF05773.22	P42745
PF00179.26	P42746
PF14461.6	P42746
PF05773.22	P42746
PF00179.26	P42747
PF05773.22	P42747
PF00179.26	P42748
PF04931.13	P42748
PF09026.10	P42748
PF00179.26	P42749
PF00179.26	P42750
PF04889.12	P42750
PF00112.23	P43295
PF08246.12	P43295
PF03051.15	P43295
PF00112.23	P43296
PF08246.12	P43296
PF03051.15	P43296
PF00112.23	P43297
PF08246.12	P43297
PF00396.18	P43297
PF03051.15	P43297
PF01650.18	P49047
PF00656.22	P49047
PF00004.29	P54609
PF17862.1	P54609
PF02359.18	P54609
PF05496.12	P54609
PF07724.14	P54609
PF02933.17	P54609
PF13191.6	P54609
PF13671.6	P54609
PF13401.6	P54609
PF07728.14	P54609
PF13173.6	P54609
PF06068.13	P54609
PF13238.6	P54609
PF01078.21	P54609
PF00910.22	P54609
PF01695.17	P54609
PF09336.10	P54609
PF01443.18	P54609
PF13481.6	P54609
PF00005.27	P54609
PF05729.12	P54609
PF01637.18	P54609
PF13521.6	P54609
PF02367.17	P54609
PF13479.6	P54609
PF01057.17	P54609
PF13207.6	P54609
PF06414.12	P54609
PF12775.7	P54609
PF06745.13	P54609
PF00158.26	P54609
PF00931.22	P54609
PF03266.15	P54609
PF05673.13	P54609
PF00308.18	P54609
PF09848.9	P54609
PF07726.11	P54609
PF14532.6	P54609
PF13189.6	P54609
PF04851.15	P54609
PF02562.16	P54609
PF13245.6	P54609
PF03215.15	P54609
PF13086.6	P54609
PF03152.14	P54609
PF01202.22	P54609
PF13604.6	P54609
PF02224.18	P54609
PF13476.6	P54609
PF13555.6	P54609
PF10662.9	P54609
PF00437.20	P54609
PF05707.12	P54609
PF07693.14	P54609
PF17213.3	P54609
PF13519.6	P55034
PF02809.20	P55034
PF00092.28	P55034
PF04056.14	P55034
PF00574.23	P56772
PF07156.14	P57681
PF01593.24	P57681
PF13450.6	P57681
PF07992.14	P57681
PF13454.6	P57681
PF01266.24	P57681
PF01494.19	P57681
PF13738.6	P57681
PF00240.23	P59232
PF01599.19	P59232
PF11976.8	P59232
PF14560.6	P59232
PF13881.6	P59232
PF10302.9	P59232
PF18396.1	P59232
PF18037.1	P59232
PF18036.1	P59232
PF00240.23	P59233
PF01599.19	P59233
PF11976.8	P59233
PF14560.6	P59233
PF13881.6	P59233
PF10302.9	P59233
PF18396.1	P59233
PF18037.1	P59233
PF18036.1	P59233
PF00240.23	P59271
PF01599.19	P59271
PF11976.8	P59271
PF14560.6	P59271
PF13881.6	P59271
PF18396.1	P59271
PF10302.9	P59271
PF18037.1	P59271
PF18036.1	P59271
PF00899.21	P92974
PF10585.9	P92974
PF16190.5	P92974
PF16191.5	P92974
PF09358.10	P92974
PF01488.20	P92974
PF02225.22	P93026
PF07645.15	P93026
PF12662.7	P93026
PF12947.7	P93026
PF00899.21	P93028
PF10585.9	P93028
PF16190.5	P93028
PF16191.5	P93028
PF09358.10	P93028
PF15191.6	P93028
PF13445.6	P93030
PF00097.25	P93030
PF13923.6	P93030
PF14634.6	P93030
PF13639.6	P93030
PF13920.6	P93030
PF15227.6	P93030
PF14447.6	P93030
PF17123.5	P93030
PF14835.6	P93030
PF15906.5	P93030
PF11789.8	P93030
PF10272.9	P93030
PF12678.7	P93030
PF07686.17	A0A075B6P5
PF13927.6	A0A075B6P5
PF00047.25	A0A075B6P5
PF07679.16	A0A075B6P5
PF13895.6	A0A075B6P5
PF01555.18	A0A075B6P5
PF07686.17	A0A075B6Q5
PF13927.6	A0A075B6Q5
PF07686.17	A0A075B6R2
PF13927.6	A0A075B6R2
PF00047.25	A0A075B6R2
PF07679.16	A0A075B6R2
PF07686.17	A0A075B6S6
PF13927.6	A0A075B6S6
PF00047.25	A0A075B6S6
PF07679.16	A0A075B6S6
PF13895.6	A0A075B6S6
PF01555.18	A0A075B6S6
PF07686.17	A0A075B7B6
PF13927.6	A0A075B7B6
PF00047.25	A0A075B7B6
PF07679.16	A0A075B7B6
PF07686.17	A0A075B7B8
PF07686.17	A0A075B7D0
PF13927.6	A0A075B7D0
PF07686.17	A0A075B7D8
PF13927.6	A0A075B7D8
PF00047.25	A0A075B7D8
PF07679.16	A0A075B7D8
PF07686.17	A0A075B7E8
PF13927.6	A0A075B7E8
PF16168.5	A0A075B7E8
PF07679.16	A0A075B7E8
PF07686.17	A0A075B7F0
PF13927.6	A0A075B7F0
PF07686.17	A0A075B7F1
PF13927.6	A0A075B7F1
PF00047.25	A0A075B7F1
PF07686.17	A0A087WSY4
PF13927.6	A0A087WSY4
PF00047.25	A0A087WSY4
PF07679.16	A0A087WSY4
PF07686.17	A0A087WW49
PF13927.6	A0A087WW49
PF00047.25	A0A087WW49
PF07679.16	A0A087WW49
PF07686.17	A0A087WYE8
PF13927.6	A0A087WYE8
PF08205.12	A0A087X1L8
PF13927.6	A0A087X1L8
PF07686.17	A0A0A0MS14
PF13927.6	A0A0A0MS14
PF07686.17	A0A0A0MS15
PF07679.16	A0A0A0MS15
PF13927.6	A0A0A0MS15
PF00047.25	A0A0A0MS15
PF07686.17	A0A0A6YYK7
PF13927.6	A0A0A6YYK7
PF00047.25	A0A0A6YYK7
PF13895.6	A0A0A6YYK7
PF05345.12	A0A0A6YYK7
PF07686.17	A0A0B4J1U7
PF13927.6	A0A0B4J1U7
PF00047.25	A0A0B4J1U7
PF07679.16	A0A0B4J1U7
PF07686.17	A0A0B4J1V0
PF13927.6	A0A0B4J1V0
PF00047.25	A0A0B4J1V0
PF07679.16	A0A0B4J1V0
PF07686.17	A0A0B4J1V1
PF13927.6	A0A0B4J1V1
PF00047.25	A0A0B4J1V1
PF07686.17	A0A0B4J1V2
PF13927.6	A0A0B4J1V2
PF07679.16	A0A0B4J1V2
PF00047.25	A0A0B4J1V2
PF07654.15	A0A0B4J1V2
PF07686.17	A0A0B4J1V6
PF13927.6	A0A0B4J1V6
PF00047.25	A0A0B4J1V6
PF07679.16	A0A0B4J1V6
PF07686.17	A0A0B4J1V7
PF13927.6	A0A0B4J1V7
PF07679.16	A0A0B4J1V7
PF07686.17	A0A0B4J1X5
PF13927.6	A0A0B4J1X5
PF07686.17	A0A0B4J1X8
PF13927.6	A0A0B4J1X8
PF00047.25	A0A0B4J1X8
PF07679.16	A0A0B4J1X8
PF07686.17	A0A0B4J1Y9
PF13927.6	A0A0B4J1Y9
PF00047.25	A0A0B4J1Y9
PF07686.17	A0A0B4J2B6
PF13927.6	A0A0B4J2B6
PF00047.25	A0A0B4J2B6
PF07686.17	A0A0B4J2B8
PF13927.6	A0A0B4J2B8
PF07686.17	A0A0B4J2H0
PF13927.6	A0A0B4J2H0
PF07679.16	A0A0B4J2H0
PF07686.17	A0A0C4DH25
PF13927.6	A0A0C4DH25
PF00047.25	A0A0C4DH25
PF07679.16	A0A0C4DH25
PF13895.6	A0A0C4DH25
PF07686.17	A0A0C4DH29
PF13927.6	A0A0C4DH29
PF07686.17	A0A0C4DH30
PF13927.6	A0A0C4DH30
PF00047.25	A0A0C4DH30
PF07686.17	A0A0C4DH31
PF13927.6	A0A0C4DH31
PF07679.16	A0A0C4DH31
PF07686.17	A0A0C4DH32
PF13927.6	A0A0C4DH32
PF07679.16	A0A0C4DH32
PF00047.25	A0A0C4DH32
PF07686.17	A0A0C4DH33
PF13927.6	A0A0C4DH33
PF07679.16	A0A0C4DH33
PF07686.17	A0A0C4DH34
PF13927.6	A0A0C4DH34
PF00047.25	A0A0C4DH34
PF07679.16	A0A0C4DH34
PF07686.17	A0A0C4DH35
PF13927.6	A0A0C4DH35
PF00047.25	A0A0C4DH35
PF07686.17	A0A0C4DH36
PF13927.6	A0A0C4DH36
PF00047.25	A0A0C4DH36
PF07686.17	A0A0C4DH38
PF13927.6	A0A0C4DH38
PF03823.14	A0A0C4DH38
PF07686.17	A0A0C4DH39
PF13927.6	A0A0C4DH39
PF07679.16	A0A0C4DH39
PF07686.17	A0A0C4DH41
PF13927.6	A0A0C4DH41
PF00047.25	A0A0C4DH41
PF07679.16	A0A0C4DH41
PF16640.5	A0A0C4DH41
PF07686.17	A0A0C4DH42
PF13927.6	A0A0C4DH42
PF00047.25	A0A0C4DH42
PF07686.17	A0A0C4DH43
PF13927.6	A0A0C4DH43
PF07679.16	A0A0C4DH43
PF00047.25	A0A0C4DH43
PF07686.17	A0A0C4DH73
PF13927.6	A0A0C4DH73
PF07679.16	A0A0C4DH73
PF00047.25	A0A0C4DH73
PF13895.6	A0A0C4DH73
PF17736.1	A0A0C4DH73
PF07686.17	A0A0G2JMI3
PF13927.6	A0A0G2JMI3
PF00047.25	A0A0G2JMI3
PF07679.16	A0A0G2JMI3
PF07686.17	A0A0G2JPB7
PF13927.6	A0A0G2JPB7
PF07679.16	A0A0G2JPB7
PF08205.12	A0A0G2JPB7
PF13895.6	A0A0G2JPB7
PF00047.25	A0A0G2JPB7
PF07654.15	A0A0G2JPB7
PF16706.5	A0A0G2JPB7
PF18452.1	A0A0G2JPB7
PF07686.17	A0A0J9YVY3
PF13927.6	A0A0J9YVY3
PF07686.17	A0A0J9YW62
PF18464.1	A0A0J9YW62
PF13824.6	A0A0J9YW62
PF13927.6	A0A0J9YW62
PF07686.17	A0A0J9YWU9
PF13927.6	A0A0J9YWU9
PF00047.25	A0A0J9YWU9
PF07679.16	A0A0J9YWU9
PF07686.17	A0A0J9YX35
PF13927.6	A0A0J9YX35
PF00047.25	A0A0J9YX35
